DROPSTATE:main1
LOCAL:outsize,size_t,140049548377000
LOCAL:insize,size_t,1
LOCAL:page_size,size_t,4096
LOCAL:ok,bool,1
LOCAL:c,int,3547564433
LOCAL:argind,int,32607
LOCAL:out_dev,dev_t,140724603453441
LOCAL:out_ino,ino_t,140049548386760
LOCAL:check_redirection,bool,1
LOCAL:have_read_stdin,bool,0
LOCAL:stat_buf,struct stat,14033389256592531919127760431016239019182313270041291680232237430241302823374148302135528154759529630066699358456588152935216682825422568729517316092457788571429957310721391079508070688464934535350401796752153616317353501656187490607682521719210731588650451099592192887211302013585341747744065035040250218867718864109615468901973360640
LOCAL:number,bool,0
LOCAL:number_nonblank,bool,0
LOCAL:squeeze_blank,bool,0
LOCAL:show_ends,bool,0
LOCAL:show_nonprinting,bool,0
LOCAL:show_tabs,bool,0
LOCAL:file_open_mode,int,0
GLOBAL:input_desc,int,0
GLOBAL:line_buf,char[],204899028249342517084987615413423805827129376
GLOBAL:line_num_print,char *,32
GLOBAL:line_num_start,char *,48
GLOBAL:line_num_end,char *,48
GLOBAL:newlines2,int,0
DROPSTATE:main2
LOCAL:outsize,size_t,140049548377000
LOCAL:insize,size_t,1
LOCAL:page_size,size_t,4096
LOCAL:ok,bool,1
LOCAL:c,int,3547564433
LOCAL:argind,int,32607
LOCAL:out_dev,dev_t,140724603453441
LOCAL:out_ino,ino_t,140049548386760
LOCAL:check_redirection,bool,1
LOCAL:have_read_stdin,bool,0
LOCAL:stat_buf,struct stat,14033389256592531919127760431016239019182313270041291680232237430241302823374148302135528154759529630066699358456588152935216682825422568729517316092457788571429957310721391079508070688464934535350401796752153616317353501656187490607682521719210731588650451099592192887211302013585341747744065035040250218867718864109615468901973360640
LOCAL:number,bool,0
LOCAL:number_nonblank,bool,0
LOCAL:squeeze_blank,bool,0
LOCAL:show_ends,bool,0
LOCAL:show_nonprinting,bool,0
LOCAL:show_tabs,bool,0
LOCAL:file_open_mode,int,0
GLOBAL:input_desc,int,0
GLOBAL:line_buf,char[],204899028249342517084987615413423805827129376
GLOBAL:line_num_print,char *,32
GLOBAL:line_num_start,char *,48
GLOBAL:line_num_end,char *,48
GLOBAL:newlines2,int,0
DROPSTATE:main3
LOCAL:outsize,size_t,140049548377000
LOCAL:insize,size_t,1
LOCAL:page_size,size_t,4096
LOCAL:ok,bool,1
LOCAL:c,int,4294967295
LOCAL:argind,int,32607
LOCAL:out_dev,dev_t,140724603453441
LOCAL:out_ino,ino_t,140049548386760
LOCAL:check_redirection,bool,1
LOCAL:have_read_stdin,bool,0
LOCAL:stat_buf,struct stat,14033389256592531919127760431016239019182313270041291680232237430241302823374148302135528154759529630066699358456588152935216682825422568729517316092457788571429957310721391079508070688464934535350401796752153616317353501656187490607682521719210731588650451099592192887211302013585341747744065035040250218867718864109615468901973360640
LOCAL:number,bool,0
LOCAL:number_nonblank,bool,0
LOCAL:squeeze_blank,bool,0
LOCAL:show_ends,bool,0
LOCAL:show_nonprinting,bool,0
LOCAL:show_tabs,bool,0
LOCAL:file_open_mode,int,0
GLOBAL:input_desc,int,0
GLOBAL:line_buf,char[],204899028249342517084987615413423805827129376
GLOBAL:line_num_print,char *,32
GLOBAL:line_num_start,char *,48
GLOBAL:line_num_end,char *,48
GLOBAL:newlines2,int,0
DROPSTATE:main4
LOCAL:outsize,size_t,65536
LOCAL:insize,size_t,1
LOCAL:page_size,size_t,4096
LOCAL:ok,bool,1
LOCAL:c,int,4294967295
LOCAL:argind,int,32607
LOCAL:out_dev,dev_t,140724603453441
LOCAL:out_ino,ino_t,140049548386760
LOCAL:check_redirection,bool,0
LOCAL:have_read_stdin,bool,0
LOCAL:stat_buf,struct stat,474627124179832417464229742574376554033176870126057938194202571378456510184538952609998599878241218129923345029815167152791185842197494957562601974467338415511649246354467163835128998365429359409210033971524076765024293808435033262364584169867679408838841420574987183304053096460
LOCAL:number,bool,0
LOCAL:number_nonblank,bool,0
LOCAL:squeeze_blank,bool,0
LOCAL:show_ends,bool,0
LOCAL:show_nonprinting,bool,0
LOCAL:show_tabs,bool,0
LOCAL:file_open_mode,int,0
GLOBAL:input_desc,int,0
GLOBAL:line_buf,char[],204899028249342517084987615413423805827129376
GLOBAL:line_num_print,char *,32
GLOBAL:line_num_start,char *,48
GLOBAL:line_num_end,char *,48
GLOBAL:newlines2,int,0
DROPSTATE:main5
